,List
3603,"The Reality of the Resurrection (ElRay L. Christiansen, 1967 Annual General Conference, Improvement Era)"
3604,"Immortality (Hugh B. Brown, 1967 Annual General Conference, Improvement Era)"
3605,"A Challenge From Vietnam (Gordon B. Hinckley, 1967 Annual General Conference, Improvement Era)"
3606,"“Come, Follow Me” (Thomas S. Monson, 1967 Annual General Conference, Improvement Era)"
3607,"Prepare, Then Fear Not (Ezra Taft Benson, 1967 Annual General Conference, Improvement Era)"
3608,"The Mistletoe (Spencer W. Kimball, 1967 Annual General Conference, Improvement Era)"
3609,"Commitment (Robert L. Simpson, 1967 Annual General Conference, Improvement Era)"
3610,"Come, Worship the Lord (Bruce R. McConkie, 1967 Annual General Conference, Improvement Era)"
3611,"The Prophets (Alma Sonne, 1967 Annual General Conference, Improvement Era)"
3612,"Sacrifice Brings Forth the Blessings of Heaven (Franklin D. Richards, 1967 Annual General Conference, Improvement Era)"
3613,"Go Forth to Serve (Eldred G. Smith, 1967 Annual General Conference, Improvement Era)"
3614,"Peace in This World (Marion G. Romney, 1967 Annual General Conference, Improvement Era)"
3615,"Consciousness of God: Supreme Goal of Life (David O. McKay, 1967 Annual General Conference, Improvement Era)"
3616,"The Functions of the Priesthood (Joseph Fielding Smith, 1967 Annual General Conference, Improvement Era)"
3617,"Mormon Astronaut (Don Lind, 1967 Annual General Conference, Improvement Era)"
3618,"The Great Commandment (N. Eldon Tanner, 1967 Annual General Conference, Improvement Era)"
3619,"The Carnal Mind is Enmity Against God (Alvin R. Dyer, 1967 Annual General Conference, Improvement Era)"
3620,"America Testifies of Christ (Mark E. Petersen, 1967 Annual General Conference, Improvement Era)"
3621,"Gospel Imperatives (Howard W. Hunter, 1967 Annual General Conference, Improvement Era)"
3622,"He That Loveth Me (Joseph Fielding Smith, 1967 Annual General Conference, Improvement Era)"
3623,"Be Comforted (Marion D. Hanks, 1967 Annual General Conference, Improvement Era)"
3624,"Obedience to Law (John Longden, 1967 Annual General Conference, Improvement Era)"
3625,"A Call to the Christian Clergy (Boyd K. Packer, 1967 Annual General Conference, Improvement Era)"
3626,"Making God the Center of Our Lives (David O. McKay, 1967 Annual General Conference, Improvement Era)"
3627,"Untitled (Arch L. Madsen, 1966 Semi-Annual General Conference, Improvement Era)"
3628,"A Divine Plan for Finding Security and Peace of Mind (David O. McKay, 1966 Semi-Annual General Conference, Improvement Era)"
3629,"God’s Gifts to Polynesia’s People (Thomas S. Monson, 1966 Semi-Annual General Conference, Improvement Era)"
3630,"To Be—Not to Have Been (Paul H. Dunn, 1966 Semi-Annual General Conference, Improvement Era)"
3631,"Where is Peace? (Howard W. Hunter, 1966 Semi-Annual General Conference, Improvement Era)"
3632,"Continuous Revelation (Spencer W. Kimball, 1966 Semi-Annual General Conference, Improvement Era)"
3633,"Obedience—the First Law of Heaven (S. Dilworth Young, 1966 Semi-Annual General Conference, Improvement Era)"
3634,"The Gospel is Eternal: A New Witness to the Fact (William J. Critchlow, Jr., 1966 Semi-Annual General Conference, Improvement Era)"
3635,"The Temples of God (Theodore M. Burton, 1966 Semi-Annual General Conference, Improvement Era)"
3636,"Resurrection (John Longden, 1966 Semi-Annual General Conference, Improvement Era)"
3637,"Seeking Peace and Happiness (Milton R. Hunter, 1966 Semi-Annual General Conference, Improvement Era)"
3638,"The Fulfillment of Prophecy (LeGrand Richards, 1966 Semi-Annual General Conference, Improvement Era)"
3639,"The Gospel Our Bulwark (N. Eldon Tanner, 1966 Semi-Annual General Conference, Improvement Era)"
3640,"Be Not Troubled (Marion G. Romney, 1966 Semi-Annual General Conference, Improvement Era)"
3641,"Build Life for Service (Richard L. Evans, 1966 Semi-Annual General Conference, Improvement Era)"
3642,"Judgments of the Lord to Pour Forth (Joseph Fielding Smith, 1966 Semi-Annual General Conference, Improvement Era)"
3643,"Appreciation for Our Men in Military Service (Gordon B. Hinckley, 1966 Semi-Annual General Conference, Improvement Era)"
3644,"Wisdom in Spending (John H. Vandenberg, 1966 Semi-Annual General Conference, Improvement Era)"
3645,"Be Humble and Strong (Franklin D. Richards, 1966 Semi-Annual General Conference, Improvement Era)"
3646,"Found Not Wanting (Alma Sonne, 1966 Semi-Annual General Conference, Improvement Era)"
3647,"Rearing Children Wisely (Victor L. Brown, 1966 Semi-Annual General Conference, Improvement Era)"
3648,"Repent and Turn to God (Eldred G. Smith, 1966 Semi-Annual General Conference, Improvement Era)"
3649,"Your Priesthood Responsibilities (Joseph Fielding Smith, 1966 Semi-Annual General Conference, Improvement Era)"
3650,"The Church—a Worldwide Institution (David O. McKay, 1966 Semi-Annual General Conference, Improvement Era)"
3651,"To Help Every Member Be a Missionary (Bernard P. Brockbank, 1966 Semi-Annual General Conference, Improvement Era)"
3652,"Keep Your Covenants (N. Eldon Tanner, 1966 Semi-Annual General Conference, Improvement Era)"
3653,"Marriage, the Family, and the Home (Hugh B. Brown, 1966 Semi-Annual General Conference, Improvement Era)"
3654,"We Believe in Being Honest (Mark E. Petersen, 1966 Semi-Annual General Conference, Improvement Era)"
3655,"And I Saw Another Angel (Bruce R. McConkie, 1966 Semi-Annual General Conference, Improvement Era)"
3656,"The Holy Ghost (Delbert L. Stapley, 1966 Semi-Annual General Conference, Improvement Era)"
3657,"Communion with Deity (Harold B. Lee, 1966 Semi-Annual General Conference, Improvement Era)"
3658,"Protecting Freedom—An Immediate Responsibility (Ezra Taft Benson, 1966 Semi-Annual General Conference, Improvement Era)"
3659,"Jesus Points the Way (ElRay L. Christiansen, 1966 Semi-Annual General Conference, Improvement Era)"
3660,"Forgiveness (Robert L. Simpson, 1966 Semi-Annual General Conference, Improvement Era)"
3661,"“Children Are an Heritage of the Lord” (Boyd K. Packer, 1966 Semi-Annual General Conference, Improvement Era)"
3662,"Conference: Feast of the Saints (Alvin R. Dyer, 1966 Semi-Annual General Conference, Improvement Era)"
3663,"The Will of God (David O. McKay, 1966 Semi-Annual General Conference, Improvement Era)"
3664,"The Signs of the Lord’s Coming (Joseph Fielding Smith, 1966 Annual General Conference, Improvement Era)"
3665,"Missionary Work—Our Way of Life (Bernard P. Brockbank, 1966 Annual General Conference, Improvement Era)"
3666,"The Second Coming (Sterling W. Sill, 1966 Annual General Conference, Improvement Era)"
3667,"Repentance—the Blessing of Hope (Victor L. Brown, 1966 Annual General Conference, Improvement Era)"
3668,"The Vision of Lehi (Delbert L. Stapley, 1966 Annual General Conference, Improvement Era)"
3669,"Otherwise, Of What Value is Christianity? (Mark E. Petersen, 1966 Annual General Conference, Improvement Era)"
3670,"A Modern Sacrifice (Theodore M. Burton, 1966 Annual General Conference, Improvement Era)"
3671,"Christ Will Come Again (ElRay L. Christiansen, 1966 Annual General Conference, Improvement Era)"
3672,"Time is of the Essence (John Longden, 1966 Annual General Conference, Improvement Era)"
3673,"Can You Abide Two Hours? (Eldred G. Smith, 1966 Annual General Conference, Improvement Era)"
3674,"A Basic Hard-Core Godhead Concept for Christian Creeds (William J. Critchlow, Jr., 1966 Annual General Conference, Improvement Era)"
3675,"Motivations for Good: Fear, Duty, Love (Howard W. Hunter, 1966 Annual General Conference, Improvement Era)"
3676,"What Would Thou Have Me Do? (Robert L. Simpson, 1966 Annual General Conference, Improvement Era)"
3677,"The Reality of the Resurrection (David O. McKay, 1966 Annual General Conference, Improvement Era)"
3678,"I Know That My Redeemer Lives (Thomas S. Monson, 1966 Annual General Conference, Improvement Era)"
3679,"That Ye May Be Able to Withstand in the Evil Day (Harold B. Lee, 1966 Annual General Conference, Improvement Era)"
3680,"Hidden Wedges (Spencer W. Kimball, 1966 Annual General Conference, Improvement Era)"
3681,"Truth Will Prevail (Alma Sonne, 1966 Annual General Conference, Improvement Era)"
3682,"Scriptural Witness of Jesus Christ (Bruce R. McConkie, 1966 Annual General Conference, Improvement Era)"
3683,"When the Lord Commands, Do It (Henry D. Taylor, 1966 Annual General Conference, Improvement Era)"
3684,"The Miracle That Is Jesus (Gordon B. Hinckley, 1966 Annual General Conference, Improvement Era)"
3685,"The Test of Love (Richard L. Evans, 1966 Annual General Conference, Improvement Era)"
3686,"Strait Is the Gate (John H. Vandenberg, 1966 Annual General Conference, Improvement Era)"
3687,"Socialism and the United Order Compared (Marion G. Romney, 1966 Annual General Conference, Improvement Era)"
3688,"No Exaltation Without the Priesthood (Joseph Fielding Smith, 1966 Annual General Conference, Improvement Era)"
3689,"The Wisdom of Keeping the Word of Wisdom (N. Eldon Tanner, 1966 Annual General Conference, Improvement Era)"
3690,"Only One Standard of Morality (David O. McKay, 1966 Annual General Conference, Improvement Era)"
3691,"A Testimony Through the Holy Ghost (LeGrand Richards, 1966 Annual General Conference, Improvement Era)"
3692,"“He Lives—All Glory to His Name” (Hugh B. Brown, 1966 Annual General Conference, Improvement Era)"
3693,"How One Can Know That God Lives (Paul H. Dunn, 1966 Annual General Conference, Improvement Era)"
3694,"Man's Eternal Destiny (Alvin R. Dyer, 1966 Annual General Conference, Improvement Era)"
3695,"In His Steps (Ezra Taft Benson, 1966 Annual General Conference, Improvement Era)"
3696,"“He Is Not Dead” (N. Eldon Tanner, 1966 Annual General Conference, Improvement Era)"
3697,"The Principles of the Gospel Are Eternal (Franklin D. Richards, 1966 Annual General Conference, Improvement Era)"
3698,"Peace Now and Joy Hereafter (James A. Cullimore, 1966 Annual General Conference, Improvement Era)"
3699,"The Witness of the Spirit (A. Theodore Tuttle, 1966 Annual General Conference, Improvement Era)"
3700,"The Secret of Service (Boyd K. Packer, 1966 Annual General Conference, Improvement Era)"
3701,"How Many Apples in a Seed? (Marion D. Hanks, 1966 Annual General Conference, Improvement Era)"
3702,"Response to Duty (David O. McKay, 1966 Annual General Conference, Improvement Era)"
3703,"Man’s Free Agency (David O. McKay, 1965 Semi-Annual General Conference, Improvement Era)"
3704,"This Pearl Beyond Price (Delbert L. Stapley, 1965 Semi-Annual General Conference, Improvement Era)"
3705,"The Laws of Man and God (Alvin R. Dyer, 1965 Semi-Annual General Conference, Improvement Era)"
3706,"Making Our Calling and Election Sure (Marion G. Romney, 1965 Semi-Annual General Conference, Improvement Era)"
3707,"The Blessings of Eternal Glory (Joseph Fielding Smith, 1965 Semi-Annual General Conference, Improvement Era)"
3708,"Keeping God's Law vs The Burden of Sin (A. Theodore Tuttle, 1965 Semi-Annual General Conference, Improvement Era)"
3709,"Our Lord and Master (Alma Sonne, 1965 Semi-Annual General Conference, Improvement Era)"
3710,"Women and the Priesthood (William J. Critchlow, Jr., 1965 Semi-Annual General Conference, Improvement Era)"
3711,"Of Influence on Children in the Home (Richard L. Evans, 1965 Semi-Annual General Conference, Improvement Era)"
3712,"Reverence for Law (N. Eldon Tanner, 1965 Semi-Annual General Conference, Improvement Era)"
3713,"A Charter for Youth (Gordon B. Hinckley, 1965 Semi-Annual General Conference, Improvement Era)"
3714,"“Ye Are Gods” (Sterling W. Sill, 1965 Semi-Annual General Conference, Improvement Era)"
3715,"Their Greatest Tragedy (Mark E. Petersen, 1965 Semi-Annual General Conference, Improvement Era)"
3716,"A Changing World for the Barry Begays (Spencer W. Kimball, 1965 Semi-Annual General Conference, Improvement Era)"
3717,"A Holy Relationship (ElRay L. Christiansen, 1965 Semi-Annual General Conference, Improvement Era)"
3718,"Building a Foundation of Personal Revelation (Robert L. Simpson, 1965 Semi-Annual General Conference, Improvement Era)"
3719,"The Dynamics of Testimony (Milton R. Hunter, 1965 Semi-Annual General Conference, Improvement Era)"
3720,"The Need of a Prophet (LeGrand Richards, 1965 Semi-Annual General Conference, Improvement Era)"
3721,"The Responsibility of the Melchizedek Priesthood (Theodore M. Burton, 1965 Semi-Annual General Conference, Improvement Era)"
3722,"Mission Calls and Selective Service (Gordon B. Hinckley, 1965 Semi-Annual General Conference, Improvement Era)"
3723,"The Right and Authority of the Priesthood (David O. McKay, 1965 Semi-Annual General Conference, Improvement Era)"
3724,"Faith in America (Hugh B. Brown, 1965 Semi-Annual General Conference, Improvement Era)"
3725,"Organization of the Church of Christ (Howard W. Hunter, 1965 Semi-Annual General Conference, Improvement Era)"
3726,"Who Shall Lead Them? (Paul H. Dunn, 1965 Semi-Annual General Conference, Improvement Era)"
3727,"The Many Voices Calling Youth (Marion D. Hanks, 1965 Semi-Annual General Conference, Improvement Era)"
3728,"America—A Man and an Event (Ezra Taft Benson, 1965 Semi-Annual General Conference, Improvement Era)"
3729,"Watch! Be Ye Therefore Ready (Harold B. Lee, 1965 Semi-Annual General Conference, Improvement Era)"
3730,"Who Then Can Be Saved? (John H. Vandenberg, 1965 Semi-Annual General Conference, Improvement Era)"
3731,"Our First and Second Estates (Franklin D. Richards, 1965 Semi-Annual General Conference, Improvement Era)"
3732,"Life's Greatest Meaning (Bernard P. Brockbank, 1965 Semi-Annual General Conference, Improvement Era)"
3733,"The Search for Jesus (Thomas S. Monson, 1965 Semi-Annual General Conference, Improvement Era)"
3734,"Cherish Noble Aspirations (David O. McKay, 1965 Semi-Annual General Conference, Improvement Era)"
3735,"Safeguards Against the Delinquency of Youth (David O. McKay, 1965 Annual General Conference, Improvement Era)"
3736,"The Divine Family (Joseph Fielding Smith, 1965 Annual General Conference, Improvement Era)"
3737,"The Home (Harold B. Lee, 1965 Annual General Conference, Improvement Era)"
3738,"Threat of Moral Decay (N. Eldon Tanner, 1965 Annual General Conference, Improvement Era)"
3739,"Keep the Faith (Delbert L. Stapley, 1965 Annual General Conference, Improvement Era)"
3740,"“The Keystone of Our Religion” (Bruce R. McConkie, 1965 Annual General Conference, Improvement Era)"
3741,"Field White to Harvest—South America (A. Theodore Tuttle, 1965 Annual General Conference, Improvement Era)"
3742,"My Wife's Husband (Paul H. Dunn, 1965 Annual General Conference, Improvement Era)"
3743,"No True Worship without Chastity (Mark E. Petersen, 1965 Annual General Conference, Improvement Era)"
3744,"This Church Is Christianity Restored (Hugh B. Brown, 1965 Annual General Conference, Improvement Era)"
3745,"The Precious Gift of Sight (Thomas S. Monson, 1965 Annual General Conference, Improvement Era)"
3746,"Beware of the Leaven (John H. Vandenberg, 1965 Annual General Conference, Improvement Era)"
